name,tokens,lemmes,keywords,tfidf,score
UTEEK,"['web', 'development', 'seo', 'sea', 'sem', 'reputation', 'display', 'advertising', 'mobile', 'marketing', 'uteek', 'entreprise', 'spécialisée', 'développement', 'web', 'gestion', 'image', 'ligne', 'services', 'publicité', 'numérique', 'offrons', 'solutions', 'améliorer', 'présence', 'réseaux', 'sociaux', 'optimiser', 'positionnement', 'moteurs', 'recherche', 'stratégies', 'marketing', 'mobile', 'ligne', 'équipe', 'équipée', 'dernière', 'technology', 'offrir', 'service', 'qualité']","['web', 'development', 'seo', 'sea', 'sem', 'reputation', 'display', 'advertising', 'mobile', 'marketing', 'uteek', 'entreprise', 'spécialisée', 'développement', 'web', 'gestion', 'image', 'ligne', 'services', 'publicité', 'numérique', 'offrons', 'solutions', 'améliorer', 'présence', 'réseaux', 'sociaux', 'optimiser', 'positionnement', 'moteurs', 'recherche', 'stratégies', 'marketing', 'mobile', 'ligne', 'équipe', 'équipée', 'dernière', 'technology', 'offrir', 'service', 'qualité']","['web', 'mobile', 'marketing', 'ligne', 'development', 'seo', 'sea', 'sem', 'reputation', 'display']","[('ligne', np.float64(0.1747408113322076)), ('marketing', np.float64(0.1747408113322076)), ('mobile', np.float64(0.1747408113322076)), ('web', np.float64(0.1747408113322076)), ('advertising', np.float64(0.0873704056661038)), ('advertising mobile', np.float64(0.0873704056661038)), ('advertising mobile marketing', np.float64(0.0873704056661038)), ('améliorer', np.float64(0.0873704056661038)), ('améliorer présence', np.float64(0.0873704056661038)), ('améliorer présence réseaux', np.float64(0.0873704056661038)), ('dernière', np.float64(0.0873704056661038)), ('dernière technology', np.float64(0.0873704056661038)), ('dernière technology offrir', np.float64(0.0873704056661038)), ('development', np.float64(0.0873704056661038)), ('development seo', np.float64(0.0873704056661038)), ('development seo sea', np.float64(0.0873704056661038)), ('display', np.float64(0.0873704056661038)), ('display advertising', np.float64(0.0873704056661038)), ('display advertising mobile', np.float64(0.0873704056661038)), ('développement', np.float64(0.0873704056661038))]",8
Novatis,"['website', 'creation', 'digital', 'marketing', 'service', 'website', 'design', 'commerce', 'creation', 'dynamic', 'site', 'development', 'graphic', 'design', 'community', 'management', 'seo', 'reference', 'novatis', 'entreprise', 'spécialisée', 'création', 'sites', 'web', 'service', 'marketing', 'numérique', 'design', 'web', 'création', 'commerce', 'développement', 'dynamique', 'site', 'gestion', 'communautés', 'somme', 'expert', 'graphisme', 'offrons', 'référence', 'seo']","['website', 'creation', 'digital', 'marketing', 'service', 'website', 'design', 'commerce', 'creation', 'dynamic', 'site', 'development', 'graphic', 'design', 'community', 'management', 'seo', 'reference', 'novatis', 'entreprise', 'spécialisée', 'création', 'sites', 'web', 'service', 'marketing', 'numérique', 'design', 'web', 'création', 'commerce', 'développement', 'dynamique', 'site', 'gestion', 'communautés', 'somme', 'expert', 'graphisme', 'offrons', 'référence', 'seo']","['design', 'website', 'creation', 'marketing', 'service', 'commerce', 'site', 'seo', 'création', 'web']","[('design', np.float64(0.24743582965269675)), ('commerce', np.float64(0.1649572197684645)), ('creation', np.float64(0.1649572197684645)), ('création', np.float64(0.1649572197684645)), ('marketing', np.float64(0.1649572197684645)), ('seo', np.float64(0.1649572197684645)), ('service', np.float64(0.1649572197684645)), ('site', np.float64(0.1649572197684645)), ('web', np.float64(0.1649572197684645)), ('website', np.float64(0.1649572197684645)), ('commerce creation', np.float64(0.08247860988423225)), ('commerce creation dynamic', np.float64(0.08247860988423225)), ('commerce développement', np.float64(0.08247860988423225)), ('commerce développement dynamique', np.float64(0.08247860988423225)), ('communautés', np.float64(0.08247860988423225)), ('communautés somme', np.float64(0.08247860988423225)), ('communautés somme expert', np.float64(0.08247860988423225)), ('community', np.float64(0.08247860988423225)), ('community management', np.float64(0.08247860988423225)), ('community management seo', np.float64(0.08247860988423225))]",8
Idealump Tunisia,"['ideation', 'design', 'development', 'implementation', 'web', 'development', 'digital', 'marketing', 'user', 'experience', 'design', 'dater', 'analysi', 'idealump', 'tunisia', 'service', 'digital', 'agency', 'specializes', 'providing', 'innovative', 'solution', 'help', 'businesse', 'succeed', 'online', 'service', 'include', 'ideation', 'design', 'development', 'implementation', 'web', 'development', 'digital', 'marketing', 'user', 'experience', 'design', 'dater', 'analysi', 'prid', 'ourselve', 'cutting', 'edge', 'technologie', 'proven', 'track', 'record', 'delivering', 'exceptional', 'results', 'client']","['ideation', 'design', 'development', 'implementation', 'web', 'development', 'digital', 'marketing', 'user', 'experience', 'design', 'dater', 'analysi', 'idealump', 'tunisia', 'service', 'digital', 'agency', 'specializes', 'providing', 'innovative', 'solution', 'help', 'businesse', 'succeed', 'online', 'service', 'include', 'ideation', 'design', 'development', 'implementation', 'web', 'development', 'digital', 'marketing', 'user', 'experience', 'design', 'dater', 'analysi', 'prid', 'ourselve', 'cutting', 'edge', 'technologie', 'proven', 'track', 'record', 'delivering', 'exceptional', 'results', 'client']","['design', 'development', 'digital', 'ideation', 'implementation', 'web', 'marketing', 'user', 'experience', 'dater']","[('design', np.float64(0.25298221281347033)), ('development', np.float64(0.25298221281347033)), ('digital', np.float64(0.18973665961010278)), ('analysi', np.float64(0.12649110640673517)), ('dater', np.float64(0.12649110640673517)), ('dater analysi', np.float64(0.12649110640673517)), ('design dater', np.float64(0.12649110640673517)), ('design dater analysi', np.float64(0.12649110640673517)), ('design development', np.float64(0.12649110640673517)), ('design development implementation', np.float64(0.12649110640673517)), ('development digital', np.float64(0.12649110640673517)), ('development digital marketing', np.float64(0.12649110640673517)), ('development implementation', np.float64(0.12649110640673517)), ('development implementation web', np.float64(0.12649110640673517)), ('digital marketing', np.float64(0.12649110640673517)), ('digital marketing user', np.float64(0.12649110640673517)), ('experience', np.float64(0.12649110640673517)), ('experience design', np.float64(0.12649110640673517)), ('experience design dater', np.float64(0.12649110640673517)), ('ideation', np.float64(0.12649110640673517))]",8
WebPlus,"['inbound', 'marketing', 'website', 'design', 'social', 'medium', 'marketing', 'email', 'marketing', 'search', 'engine', 'optimization', 'webplus', 'entreprise', 'spécialisée', 'services', 'marketing', 'numérique', 'marketing', 'design', 'web', 'gestion', 'réseaux', 'sociaux', 'gestion', 'courriels', 'moteurs', 'recherche', 'somme', 'expert', 'technologies', 'avancées', 'aider', 'atteindre', 'objectifs', 'marketing']","['inbound', 'marketing', 'website', 'design', 'social', 'medium', 'marketing', 'email', 'marketing', 'search', 'engine', 'optimization', 'webplus', 'entreprise', 'spécialisée', 'services', 'marketing', 'numérique', 'marketing', 'design', 'web', 'gestion', 'réseaux', 'sociaux', 'gestion', 'courriels', 'moteurs', 'recherche', 'somme', 'expert', 'technologies', 'avancées', 'aider', 'atteindre', 'objectifs', 'marketing']","['marketing', 'design', 'gestion', 'inbound', 'website', 'social', 'medium', 'email', 'search', 'engine']","[('marketing', np.float64(0.5089133578079826)), ('design', np.float64(0.16963778593599418)), ('gestion', np.float64(0.16963778593599418)), ('aider', np.float64(0.08481889296799709)), ('aider atteindre', np.float64(0.08481889296799709)), ('aider atteindre objectifs', np.float64(0.08481889296799709)), ('atteindre', np.float64(0.08481889296799709)), ('atteindre objectifs', np.float64(0.08481889296799709)), ('atteindre objectifs marketing', np.float64(0.08481889296799709)), ('avancées', np.float64(0.08481889296799709)), ('avancées aider', np.float64(0.08481889296799709)), ('avancées aider atteindre', np.float64(0.08481889296799709)), ('courriels', np.float64(0.08481889296799709)), ('courriels moteurs', np.float64(0.08481889296799709)), ('courriels moteurs recherche', np.float64(0.08481889296799709)), ('design social', np.float64(0.08481889296799709)), ('design social medium', np.float64(0.08481889296799709)), ('design web', np.float64(0.08481889296799709)), ('design web gestion', np.float64(0.08481889296799709)), ('email', np.float64(0.08481889296799709))]",8
Same Team,"['website', 'development', 'design', 'brand', 'design', 'intranet', 'extranet', 'development', 'mobile', 'app', 'development', 'strategy', 'consulting', 'community', 'management', 'seo', 'sea', 'paid', 'media', 'webmastering', 'hosting', 'tourism', 'automotiv', 'education', 'financ', 'welcome', 'team', 'solution', 'digital', 'needs', 'team', 'expert', 'offers', 'wide', 'ranger', 'service', 'including', 'website', 'development', 'design', 'brand', 'design', 'intranet', 'extranet', 'development', 'mobile', 'app', 'development', 'strategy', 'consulting', 'community', 'management', 'seo', 'sea', 'paid', 'media', 'webmastering', 'hosting', 'expertise', 'latest', 'technologie', 'ensure', 'digital', 'presence', 'optimized', 'success']","['website', 'development', 'design', 'brand', 'design', 'intranet', 'extranet', 'development', 'mobile', 'app', 'development', 'strategy', 'consulting', 'community', 'management', 'seo', 'sea', 'paid', 'media', 'webmastering', 'hosting', 'tourism', 'automotiv', 'education', 'financ', 'welcome', 'team', 'solution', 'digital', 'needs', 'team', 'expert', 'offers', 'wide', 'ranger', 'service', 'including', 'website', 'development', 'design', 'brand', 'design', 'intranet', 'extranet', 'development', 'mobile', 'app', 'development', 'strategy', 'consulting', 'community', 'management', 'seo', 'sea', 'paid', 'media', 'webmastering', 'hosting', 'expertise', 'latest', 'technologie', 'ensure', 'digital', 'presence', 'optimized', 'success']","['development', 'design', 'website', 'brand', 'intranet', 'extranet', 'mobile', 'app', 'strategy', 'consulting']","[('development', np.float64(0.3202563076101743)), ('design', np.float64(0.21350420507344953)), ('app', np.float64(0.10675210253672476)), ('app development', np.float64(0.10675210253672476)), ('app development strategy', np.float64(0.10675210253672476)), ('brand', np.float64(0.10675210253672476)), ('brand design', np.float64(0.10675210253672476)), ('brand design intranet', np.float64(0.10675210253672476)), ('community', np.float64(0.10675210253672476)), ('community management', np.float64(0.10675210253672476)), ('community management seo', np.float64(0.10675210253672476)), ('consulting', np.float64(0.10675210253672476)), ('consulting community', np.float64(0.10675210253672476)), ('consulting community management', np.float64(0.10675210253672476)), ('design brand', np.float64(0.10675210253672476)), ('design brand design', np.float64(0.10675210253672476)), ('design intranet', np.float64(0.10675210253672476)), ('design intranet extranet', np.float64(0.10675210253672476)), ('development design', np.float64(0.10675210253672476)), ('development design brand', np.float64(0.10675210253672476))]",8
PixelCode,"['design', 'impression', 'development', 'host', 'seo', 'optimization', 'business', 'size', 'industry', 'pixelcode', 'entreprise', 'spécialisée', 'services', 'design', 'développement', 'hébergement', 'optimisation', 'seo', 'somme', 'expert', 'dan', 'technology', 'avancées', 'offrons', 'solutions', 'personnalisées', 'besoin']","['design', 'impression', 'development', 'host', 'seo', 'optimization', 'business', 'size', 'industry', 'pixelcode', 'entreprise', 'spécialisée', 'services', 'design', 'développement', 'hébergement', 'optimisation', 'seo', 'somme', 'expert', 'dan', 'technology', 'avancées', 'offrons', 'solutions', 'personnalisées', 'besoin']","['design', 'seo', 'impression', 'development', 'host', 'optimization', 'business', 'size', 'industry', 'pixelcode']","[('design', np.float64(0.22086305214969307)), ('seo', np.float64(0.22086305214969307)), ('avancées', np.float64(0.11043152607484653)), ('avancées offrons', np.float64(0.11043152607484653)), ('avancées offrons solutions', np.float64(0.11043152607484653)), ('besoin', np.float64(0.11043152607484653)), ('business', np.float64(0.11043152607484653)), ('business size', np.float64(0.11043152607484653)), ('business size industry', np.float64(0.11043152607484653)), ('dan', np.float64(0.11043152607484653)), ('dan technology', np.float64(0.11043152607484653)), ('dan technology avancées', np.float64(0.11043152607484653)), ('design développement', np.float64(0.11043152607484653)), ('design développement hébergement', np.float64(0.11043152607484653)), ('design impression', np.float64(0.11043152607484653)), ('design impression development', np.float64(0.11043152607484653)), ('development', np.float64(0.11043152607484653)), ('development host', np.float64(0.11043152607484653)), ('development host seo', np.float64(0.11043152607484653)), ('développement', np.float64(0.11043152607484653))]",5
Hello Web Tunisie,"['host', 'solution', 'bonjour', 'presente', 'hello', 'web', 'tunisie', 'entreprise', 'spécialisée', 'solutions', 'offrons', 'gamme', 'services', 'technologies', 'satisfaire', 'besoins', 'matière', 'entreprise', 'connue', 'solution', 'robuste', 'sécurisées', 'fiable', 'aidé', 'entreprise', 'réussir', 'monde', 'affaires']","['host', 'solution', 'bonjour', 'presente', 'hello', 'web', 'tunisie', 'entreprise', 'spécialisée', 'solutions', 'offrons', 'gamme', 'services', 'technologies', 'satisfaire', 'besoins', 'matière', 'entreprise', 'connue', 'solution', 'robuste', 'sécurisées', 'fiable', 'aidé', 'entreprise', 'réussir', 'monde', 'affaires']","['entreprise', 'solution', 'host', 'bonjour', 'presente', 'hello', 'web', 'tunisie', 'spécialisée', 'solutions']","[('entreprise', np.float64(0.31799936400190804)), ('solution', np.float64(0.211999576001272)), ('affaires', np.float64(0.105999788000636)), ('aidé', np.float64(0.105999788000636)), ('aidé entreprise', np.float64(0.105999788000636)), ('aidé entreprise réussir', np.float64(0.105999788000636)), ('besoins', np.float64(0.105999788000636)), ('besoins matière', np.float64(0.105999788000636)), ('besoins matière entreprise', np.float64(0.105999788000636)), ('bonjour', np.float64(0.105999788000636)), ('bonjour presente', np.float64(0.105999788000636)), ('bonjour presente hello', np.float64(0.105999788000636)), ('connue', np.float64(0.105999788000636)), ('connue solution', np.float64(0.105999788000636)), ('connue solution robuste', np.float64(0.105999788000636)), ('entreprise connue', np.float64(0.105999788000636)), ('entreprise connue solution', np.float64(0.105999788000636)), ('entreprise réussir', np.float64(0.105999788000636)), ('entreprise réussir monde', np.float64(0.105999788000636)), ('entreprise spécialisée', np.float64(0.105999788000636))]",5
Triweb,"['editorial', 'integration', 'development', 'web', 'design', 'business', 'client', 'worldwide', 'triweb', 'entreprise', 'spécialisée', 'services', 'développement', 'web', 'offrons', 'solutions', 'complète', 'entreprise', 'développement', 'site', 'web', 'conception', 'graphique', 'nouvelles', 'technology', 'équipe', 'service', 'aider', 'créer', 'site', 'web', 'répond', 'besoins', 'entreprise', 'somme', 'spécialisés', 'dan', 'conception', 'développement', 'sites', 'web', 'nouvelles', 'technology']","['editorial', 'integration', 'development', 'web', 'design', 'business', 'client', 'worldwide', 'triweb', 'entreprise', 'spécialisée', 'services', 'développement', 'web', 'offrons', 'solutions', 'complète', 'entreprise', 'développement', 'site', 'web', 'conception', 'graphique', 'nouvelles', 'technology', 'équipe', 'service', 'aider', 'créer', 'site', 'web', 'répond', 'besoins', 'entreprise', 'somme', 'spécialisés', 'dan', 'conception', 'développement', 'sites', 'web', 'nouvelles', 'technology']","['web', 'entreprise', 'développement', 'site', 'conception', 'nouvelles', 'technology', 'editorial', 'integration', 'development']","[('web', np.float64(0.3834824944236852)), ('développement', np.float64(0.2300894966542111)), ('entreprise', np.float64(0.2300894966542111)), ('conception', np.float64(0.15339299776947407)), ('nouvelles', np.float64(0.15339299776947407)), ('nouvelles technology', np.float64(0.15339299776947407)), ('site', np.float64(0.15339299776947407)), ('site web', np.float64(0.15339299776947407)), ('technology', np.float64(0.15339299776947407)), ('aider', np.float64(0.07669649888473704)), ('aider créer', np.float64(0.07669649888473704)), ('aider créer site', np.float64(0.07669649888473704)), ('besoins', np.float64(0.07669649888473704)), ('besoins entreprise', np.float64(0.07669649888473704)), ('besoins entreprise somme', np.float64(0.07669649888473704)), ('business', np.float64(0.07669649888473704)), ('business client', np.float64(0.07669649888473704)), ('business client worldwide', np.float64(0.07669649888473704)), ('client', np.float64(0.07669649888473704)), ('client worldwide', np.float64(0.07669649888473704))]",8
The Road,"['seo', 'optimization', 'website', 'design', 'web', 'development', 'digital', 'consulting', 'strategy', 'branding', 'positioning', 'identity', 'storytelling', 'design', 'graphic', 'design', 'logo', 'service', 'seo', 'optimization', 'web', 'development', 'conter', 'management', 'systems', 'end', 'technologie', 'end', 'technologie', 'welcome', 'road', 'service', 'digital', 'agency', 'specializes', 'seo', 'optimization', 'website', 'design', 'web', 'development', 'digital', 'consulting', 'strategy', 'branding', 'positioning', 'identity', 'storytelling', 'design', 'graphic', 'design', 'logo', 'service', 'team', 'expert', 'equipped', 'latest', 'web', 'development', 'technologie', 'including', 'content', 'management', 'system', 'end', 'technologie', 'end', 'technologie', 'deliver', 'high', 'quality', 'results', 'exceed', 'expectation']","['seo', 'optimization', 'website', 'design', 'web', 'development', 'digital', 'consulting', 'strategy', 'branding', 'positioning', 'identity', 'storytelling', 'design', 'graphic', 'design', 'logo', 'service', 'seo', 'optimization', 'web', 'development', 'conter', 'management', 'systems', 'end', 'technologie', 'end', 'technologie', 'welcome', 'road', 'service', 'digital', 'agency', 'specializes', 'seo', 'optimization', 'website', 'design', 'web', 'development', 'digital', 'consulting', 'strategy', 'branding', 'positioning', 'identity', 'storytelling', 'design', 'graphic', 'design', 'logo', 'service', 'team', 'expert', 'equipped', 'latest', 'web', 'development', 'technologie', 'including', 'content', 'management', 'system', 'end', 'technologie', 'end', 'technologie', 'deliver', 'high', 'quality', 'results', 'exceed', 'expectation']","['design', 'technologie', 'web', 'development', 'end', 'seo', 'optimization', 'digital', 'service', 'website']","[('design', np.float64(0.2837902619042413)), ('technologie', np.float64(0.23649188492020107)), ('development', np.float64(0.18919350793616085)), ('end', np.float64(0.18919350793616085)), ('end technologie', np.float64(0.18919350793616085)), ('web', np.float64(0.18919350793616085)), ('web development', np.float64(0.18919350793616085)), ('digital', np.float64(0.14189513095212064)), ('optimization', np.float64(0.14189513095212064)), ('seo', np.float64(0.14189513095212064)), ('seo optimization', np.float64(0.14189513095212064)), ('service', np.float64(0.14189513095212064)), ('branding', np.float64(0.09459675396808043)), ('branding positioning', np.float64(0.09459675396808043)), ('branding positioning identity', np.float64(0.09459675396808043)), ('consulting', np.float64(0.09459675396808043)), ('consulting strategy', np.float64(0.09459675396808043)), ('consulting strategy branding', np.float64(0.09459675396808043)), ('design graphic', np.float64(0.09459675396808043)), ('design graphic design', np.float64(0.09459675396808043))]",8
Incept,"['mobile', 'augmented', 'reality', 'mixed', 'reality', 'smartglasses', 'holograms', 'mapping', 'augmented', 'reality', 'holographic', 'projection', 'intelligence', 'things', 'incept', 'cutting', 'edge', 'technology', 'company', 'specializes', 'mobile', 'augmented', 'reality', 'mixed', 'reality', 'smart', 'glasse', 'holograms', 'mapping', 'leverage', 'power', 'augmented', 'reality', 'holographic', 'projection', 'intelligence', 'things', 'deliver', 'innovative', 'solution', 'businesse', 'consumers', 'alike', 'focus', 'innovation', 'excellence', 'leader', 'industry', 'committed', 'continuing', 'push', 'boundarie', 'technology']","['mobile', 'augmented', 'reality', 'mixed', 'reality', 'smartglasses', 'holograms', 'mapping', 'augmented', 'reality', 'holographic', 'projection', 'intelligence', 'things', 'incept', 'cutting', 'edge', 'technology', 'company', 'specializes', 'mobile', 'augmented', 'reality', 'mixed', 'reality', 'smart', 'glasse', 'holograms', 'mapping', 'leverage', 'power', 'augmented', 'reality', 'holographic', 'projection', 'intelligence', 'things', 'deliver', 'innovative', 'solution', 'businesse', 'consumers', 'alike', 'focus', 'innovation', 'excellence', 'leader', 'industry', 'committed', 'continuing', 'push', 'boundarie', 'technology']","['reality', 'augmented', 'mobile', 'mixed', 'holograms', 'mapping', 'holographic', 'projection', 'intelligence', 'things']","[('reality', np.float64(0.3735436838188142)), ('augmented', np.float64(0.24902912254587614)), ('augmented reality', np.float64(0.24902912254587614)), ('augmented reality holographic', np.float64(0.12451456127293807)), ('augmented reality mixed', np.float64(0.12451456127293807)), ('holograms', np.float64(0.12451456127293807)), ('holograms mapping', np.float64(0.12451456127293807)), ('holographic', np.float64(0.12451456127293807)), ('holographic projection', np.float64(0.12451456127293807)), ('holographic projection intelligence', np.float64(0.12451456127293807)), ('intelligence', np.float64(0.12451456127293807)), ('intelligence things', np.float64(0.12451456127293807)), ('mapping', np.float64(0.12451456127293807)), ('mixed', np.float64(0.12451456127293807)), ('mixed reality', np.float64(0.12451456127293807)), ('mobile', np.float64(0.12451456127293807)), ('mobile augmented', np.float64(0.12451456127293807)), ('mobile augmented reality', np.float64(0.12451456127293807)), ('projection', np.float64(0.12451456127293807)), ('projection intelligence', np.float64(0.12451456127293807))]",8
Web Media Tunisie,"['search', 'engine', 'optimization', 'seo', 'website', 'mobile', 'application', 'web', 'medium', 'tunisie', 'entreprise', 'spécialisée', 'moteurs', 'recherche', 'seo', 'offrons', 'services', 'sites', 'web', 'application', 'mobile', 'entreprise', 'connue', 'point', 'fort', 'comprenant', 'expertise', 'seo', 'excellent', 'clientèle', 'engagement', 'rester', 'courant', 'dernière', 'technology']","['search', 'engine', 'optimization', 'seo', 'website', 'mobile', 'application', 'web', 'medium', 'tunisie', 'entreprise', 'spécialisée', 'moteurs', 'recherche', 'seo', 'offrons', 'services', 'sites', 'web', 'application', 'mobile', 'entreprise', 'connue', 'point', 'fort', 'comprenant', 'expertise', 'seo', 'excellent', 'clientèle', 'engagement', 'rester', 'courant', 'dernière', 'technology']","['seo', 'mobile', 'application', 'web', 'entreprise', 'search', 'engine', 'optimization', 'website', 'medium']","[('seo', np.float64(0.2785430072655778)), ('application', np.float64(0.18569533817705186)), ('entreprise', np.float64(0.18569533817705186)), ('mobile', np.float64(0.18569533817705186)), ('web', np.float64(0.18569533817705186)), ('application mobile', np.float64(0.09284766908852593)), ('application mobile entreprise', np.float64(0.09284766908852593)), ('application web', np.float64(0.09284766908852593)), ('application web medium', np.float64(0.09284766908852593)), ('clientèle', np.float64(0.09284766908852593)), ('clientèle engagement', np.float64(0.09284766908852593)), ('clientèle engagement rester', np.float64(0.09284766908852593)), ('comprenant', np.float64(0.09284766908852593)), ('comprenant expertise', np.float64(0.09284766908852593)), ('comprenant expertise seo', np.float64(0.09284766908852593)), ('connue', np.float64(0.09284766908852593)), ('connue point', np.float64(0.09284766908852593)), ('connue point fort', np.float64(0.09284766908852593)), ('courant', np.float64(0.09284766908852593)), ('courant dernière', np.float64(0.09284766908852593))]",8
Zahou Tech,"['website', 'design', 'graphic', 'design', 'wordpress', 'training', 'website', 'development', 'mobile', 'application', 'development', 'digital', 'marketing', 'seo', 'welcome', 'zahou', 'tech', 'leading', 'provider', 'website', 'design', 'graphic', 'design', 'service', 'team', 'specialize', 'creating', 'visually', 'stunning', 'website', 'optimized', 'search', 'engine', 'mobile', 'device', 'offer', 'wordpress', 'training', 'making', 'easy', 'manager', 'website', 'addition', 'web', 'development', 'expertis', 'provide', 'digital', 'marketing', 'seo', 'service', 'help', 'increase', 'online', 'visibility', 'zahou', 'tech', 'trust', 'website', 'good', 'hand']","['website', 'design', 'graphic', 'design', 'wordpress', 'training', 'website', 'development', 'mobile', 'application', 'development', 'digital', 'marketing', 'seo', 'welcome', 'zahou', 'tech', 'leading', 'provider', 'website', 'design', 'graphic', 'design', 'service', 'team', 'specialize', 'creating', 'visually', 'stunning', 'website', 'optimized', 'search', 'engine', 'mobile', 'device', 'offer', 'wordpress', 'training', 'making', 'easy', 'manager', 'website', 'addition', 'web', 'development', 'expertis', 'provide', 'digital', 'marketing', 'seo', 'service', 'help', 'increase', 'online', 'visibility', 'zahou', 'tech', 'trust', 'website', 'good', 'hand']","['website', 'design', 'development', 'graphic', 'wordpress', 'training', 'mobile', 'digital', 'marketing', 'seo']","[('website', np.float64(0.36650833306891567)), ('design', np.float64(0.24433888871261045)), ('development', np.float64(0.18325416653445784)), ('design graphic', np.float64(0.12216944435630522)), ('design graphic design', np.float64(0.12216944435630522)), ('digital', np.float64(0.12216944435630522)), ('digital marketing', np.float64(0.12216944435630522)), ('digital marketing seo', np.float64(0.12216944435630522)), ('graphic', np.float64(0.12216944435630522)), ('graphic design', np.float64(0.12216944435630522)), ('marketing', np.float64(0.12216944435630522)), ('marketing seo', np.float64(0.12216944435630522)), ('mobile', np.float64(0.12216944435630522)), ('seo', np.float64(0.12216944435630522)), ('service', np.float64(0.12216944435630522)), ('tech', np.float64(0.12216944435630522)), ('training', np.float64(0.12216944435630522)), ('website design', np.float64(0.12216944435630522)), ('website design graphic', np.float64(0.12216944435630522)), ('wordpress', np.float64(0.12216944435630522))]",8
Mega-DEV,"['identity', 'graphic', 'design', 'web', 'development', 'digital', 'marketing', 'mobile', 'development', 'software', 'solution', 'videos', 'motion', 'design', 'solution', 'real', 'estate', 'health', 'care', 'beauty', 'fashion', 'hotel', 'mega', 'dev', 'leading', 'provider', 'comprehensiv', 'digital', 'service', 'includes', 'identity', 'graphic', 'design', 'web', 'development', 'digital', 'marketing', 'mobile', 'development', 'software', 'solution', 'video', 'motion', 'design', 'solution', 'team', 'expert', 'utilizes', 'latest', 'technologie', 'deliver', 'exceptional', 'results', 'exceed', 'client', 'expectation']","['identity', 'graphic', 'design', 'web', 'development', 'digital', 'marketing', 'mobile', 'development', 'software', 'solution', 'videos', 'motion', 'design', 'solution', 'real', 'estate', 'health', 'care', 'beauty', 'fashion', 'hotel', 'mega', 'dev', 'leading', 'provider', 'comprehensiv', 'digital', 'service', 'includes', 'identity', 'graphic', 'design', 'web', 'development', 'digital', 'marketing', 'mobile', 'development', 'software', 'solution', 'video', 'motion', 'design', 'solution', 'team', 'expert', 'utilizes', 'latest', 'technologie', 'deliver', 'exceptional', 'results', 'exceed', 'client', 'expectation']","['design', 'development', 'solution', 'digital', 'identity', 'graphic', 'web', 'marketing', 'mobile', 'software']","[('design', np.float64(0.24571804673358047)), ('development', np.float64(0.24571804673358047)), ('solution', np.float64(0.24571804673358047)), ('digital', np.float64(0.18428853505018536)), ('design solution', np.float64(0.12285902336679023)), ('design web', np.float64(0.12285902336679023)), ('design web development', np.float64(0.12285902336679023)), ('development digital', np.float64(0.12285902336679023)), ('development digital marketing', np.float64(0.12285902336679023)), ('development software', np.float64(0.12285902336679023)), ('development software solution', np.float64(0.12285902336679023)), ('digital marketing', np.float64(0.12285902336679023)), ('digital marketing mobile', np.float64(0.12285902336679023)), ('graphic', np.float64(0.12285902336679023)), ('graphic design', np.float64(0.12285902336679023)), ('graphic design web', np.float64(0.12285902336679023)), ('identity', np.float64(0.12285902336679023)), ('identity graphic', np.float64(0.12285902336679023)), ('identity graphic design', np.float64(0.12285902336679023)), ('marketing', np.float64(0.12285902336679023))]",8
REWEB,"['customized', 'solution', 'website', 'creation', 'platform', 'graphic', 'design', 'web', 'development', 'usability', 'content', 'creation', 'reweb', 'professional', 'web', 'development', 'agency', 'specializes', 'creating', 'customized', 'solution', 'businesse', 'sizes', 'expertise', 'website', 'creation', 'platform', 'graphic', 'design', 'web', 'development', 'usability', 'content', 'creation', 'reweb', 'tools', 'knowledge', 'bring', 'online', 'vision', 'life']","['customized', 'solution', 'website', 'creation', 'platform', 'graphic', 'design', 'web', 'development', 'usability', 'content', 'creation', 'reweb', 'professional', 'web', 'development', 'agency', 'specializes', 'creating', 'customized', 'solution', 'businesse', 'sizes', 'expertise', 'website', 'creation', 'platform', 'graphic', 'design', 'web', 'development', 'usability', 'content', 'creation', 'reweb', 'tools', 'knowledge', 'bring', 'online', 'vision', 'life']","['creation', 'web', 'development', 'customized', 'solution', 'website', 'platform', 'graphic', 'design', 'usability']","[('creation', np.float64(0.2786932057166471)), ('development', np.float64(0.2090199042874853)), ('web', np.float64(0.2090199042874853)), ('web development', np.float64(0.2090199042874853)), ('content', np.float64(0.13934660285832354)), ('content creation', np.float64(0.13934660285832354)), ('content creation reweb', np.float64(0.13934660285832354)), ('creation platform', np.float64(0.13934660285832354)), ('creation platform graphic', np.float64(0.13934660285832354)), ('creation reweb', np.float64(0.13934660285832354)), ('customized', np.float64(0.13934660285832354)), ('customized solution', np.float64(0.13934660285832354)), ('design', np.float64(0.13934660285832354)), ('design web', np.float64(0.13934660285832354)), ('design web development', np.float64(0.13934660285832354)), ('development usability', np.float64(0.13934660285832354)), ('development usability content', np.float64(0.13934660285832354)), ('graphic', np.float64(0.13934660285832354)), ('graphic design', np.float64(0.13934660285832354)), ('graphic design web', np.float64(0.13934660285832354))]",8
